translation_key,korean,dialogue_line_lengths
bb5a9fe597685194c1764e6e8f86d0c9aeb2dace7769677e6e215105aa53c228,옥고 [머신건 장비],
71598075d9e299d1eceece246530d77542e856ce8adb9803b6cbb5ce8767fdb4,△ : 표시/비표시,
00cb3d324b7117e5fe444d49f1d9881ffb4e7400c13e8561789f4539f205c2f6,기동전사 건담 MS IGLOO,
a76e3830c51488d303402b324c2821c7e82c50aaaeec1d3efd187904aa2052e4,경직된 전국을 타개하기 위해 개발된 구축 모빌 포드.얼핏 보면 구시대의 병기로 되돌아간 듯한 인상을 받지만 자쿠의 병기를 활용할 수 있어 높은 가성비를 자랑하며 다양한 국면에서의 활약이 기대된다.,
8788dcee8dad96970b480cff640b98acf5011c72b8d8b513ebe899970f3c8e25,옥고 [바주카 장비],
3c8ec872336319575b8def0cd016a5397aaf1b487008c77075bde2130663e586,△ : 표시/비표시,
a0a588ca7834c54e19d77fecb04d04f4da3ec0c5e601dc75de76c455e58bc88c,기동전사 건담 MS IGLOO,
5d6ed2445cf024a82f899a736c2077bb037d7ae8094da1769c098478c47b9419,옥고의 별도 무장 버전.120밀리 자쿠 머신건 대신 280밀리 자쿠 바주카를 장비하고 있다.,
13c18d3d160b944820d7981a95a12dc6b50ac690ebba4c9d0e6681df8e5b0d1c,빅 랭,
91877c470b7af37c3ea39e83fda1020922686a62458caa2f9f700252b6bdc5b7,△ : 표시/비표시,
a57b20ce8a50efdb64dd2ff9bbf709c3a9c33c8cf78f9e097c0cbc0b88c8243c,기동전사 건담 MS IGLOO,
4a6b68292e37950f389502aed7730619cd701481d7885cd36e8989b5a1f75dc6,전선에서의 지원 거점이 되기 위해 개발된 거대 MA.교란막을 사용해 적의 빔 병기를 무효화할 수 있을 뿐만 아니라 기체 크기를 살려 아군 유닛을 격납 및 수리할 수 있어 기동형 보급 기지로 운용하는 것이 가능하다.,
76e3502b91e9b737bf165366f0fbd3988b7c88ff41853d4e26ced74d4d6b4b75,바이아란,
2277f3ed9e4c70c6175ecf73daa2d94031828211905fd3c853d3e7fcec49a090,△ : 표시/비표시,
c012a9212231f9a9e7f52e3bda55a0e1dc03c9ea3583627568e5534cb812359e,기동전사 Z건담,
ff609b8313e976caadfe8924b576d25879768735acb78450492781152038d161,킬리만자로 기지에서 개발된 비행 MS.변형하지 않고도 비행이 가능하며 가변 MS에 비해 유연한 대응력과 높은 내구력을 지니고 있다.무장으로 메가 입자포를 갖추는 등 화력 또한 높으며 밸런스가 잡힌 완성도 높은 기체다.,
591f0fc2c1eaa339abbc8ad3aee1282d715cd9f760efbfc3863a37def2c5f96f,바이아란 [비행형태],
539853bdf3830854a7e25f3b4486956a1d23518d53998720b87cd550ac27f69c,△ : 표시/비표시,
e88527a2d56233941513ac94ebc90c3bf92cb56e02ad476b23dbf727d166fff1,기동전사 Z건담,
d8229348072500ddae509c587859d513c87309e16b3907227bf6e425d64a2f45,바이아란이 비행 중에 취하는 형태.비행 시 변형 과정을 거치지 않는 본 기체의 특징은 타 가변 MS에 대한 강점이 된다.,
2a78873c4a943156b21e41d3f9dcf7b5a4d357c2340f22261003d44340c45efc,파라스 아테네,
8bc1f882a35c9f3f3d2e8fe16b5f6c27c7619344f0e1c7e31637ce0fe0ec4a0e,△ : 표시/비표시,
2592b9ce841c8716daa096d414f85dea05d0b269cafb3752b6df8cea37359e52,기동전사 Z건담,
62110353d55d74e05994c6240545fc098c043850d52c8026f5e168229b860bf9,주피트리스에서 시로코가 개발한 MS.8기의 대형 순항 미사일을 비롯해 전신에 빔포와 미사일이 탑재되어 있어 뛰어난 공격력을 갖추고 있다.근접전 전투력은 그다지 높지 않으나 사격전에서는 뛰어난 파괴력을 살려 강력한 성능을 발휘한다.,
162dba894577ea8cc4c56ec60bfdfc5157e9fa28cf63cf169ce0b8486cbe3560,사이코 건담 Mk-Ⅱ,
b8ceddd4ff789d1edca0771965279043412d157c28157109a15268f7f56f5e2d,△ : 표시/비표시,
360e702452e413f7f1ffcd0e3dce4b26fc03ec523abd00a371004fad1a410da6,기동전사 Z건담,
bf8a5f45dc09170f10aa8ce551ed47fe146fcc87c70d42c5b9fd42cff73097ad,사이코 건담의 강화형 기체.새로운 무장으로 사이코뮤 제어 방식의 유선 빔 소드와 리플렉터 비트가 채용되어 공격력이 한층 더 강화되었다.티탄즈가 개발한 기체이나 이후 액시즈가 접수하여 운용하였다.,
6c728f75afb8897d2c975daffe3dbd235f70678dd45b51bec5f6b1a613a6249c,사이코 건담 Mk-Ⅱ [MA형태],
dfdb3d9e4b1bdefbcc32b58207b7ce36cd379fa52662054c39a29f9e65aadbb3,△ : 표시/비표시,
0a23dbd891d1402c52f743fbf326c177e39f73149cdb5a2f99a395f4f2e820a8,기동전사 Z건담,
3cdfe6c023e1279425f13615a9a4b5277a3239d3c9d16f6556f45005e357e9a8,"사이코 건담 Mk-Ⅱ의 이동 형태로, 모빌 포트리스라는 별명을 가지고 있다.미노프스키 크래프트를 이용해 대기 중을 비행하며 뛰어난 기동성과 경이로운 파괴력을 지니고 있다.",
1b3287d393199e7ef4b18e919cc1dae2604b8a17c67d835991670d9a4aa68a21,바잠,
04ce8fcadc6f2a032697902bde887168a96533f2b79c95a92fa72adc6f099c55,△ : 표시/비표시,
7917a04be097bb9fcdf8eec685412239ec1160df11316f36e3fd749d836ab46b,기동전사 Z건담,
d9898f2b254f5a5ed85309a1a647db30dfb12a0c460901145183b137538284b2,건담 Mk-Ⅱ를 기반으로 개발된 티탄즈의 양산형 모빌슈트.조종성이나 비용 측면에 문제가 있는 가변형 모빌슈트를 대신하여 일반 병사용 기체로 개발되었다.뛰어난 가성비를 갖추고 있어 화려한 전과를 올릴 것으로 기대된다.,
4bed367b488f8bb30d36827cfded6c24df702981cb69be06fdcbaa9824755d8b,보리노크 사만,
a03bf8fae9f0bf6072740eae4be74dd874cd6c6ed278cf003043be4fa4b65b54,△ : 표시/비표시,
2810777f6f00cf965692774e02d1e8f53d9af9d04600d4156593657c6d7f898d,기동전사 Z건담,
11b10f086e638e8b935ced3b4e368cf57c19e866ab9cefddfdb89a9455956733,"주피트리스에서 시로코가 3번째로 개발한 모빌슈트.색적, 초계 임무용 기체로 개발되었으며, 머리의 레이더 돔과 왼쪽 팔의 레이더 및 센서를 통해 뛰어난 색적 능력을 갖추고 있다.또한 색적기이면서도 높은 전투력을 겸비하고 있다.",
95de289981e24da391bd08845fe9e8766d372f37b9464a3041dd320b189f5105,Z건담 [하이퍼 메가런처 장비],
87654183613117da0f0e4eea294bdf5d8a9e894c5282e3214904762d34b83325,△ : 표시/비표시,
94c4d8bf2f2fc00890cac54654c1d9e4eab5fc90bc04d327c3b8acf2c7a63a50,기동전사 Z건담,
982a4b7061f08ad21925c6adeb2a7bb4ce55ce2d02b944b65b80f11ca5628333,Z건담의 무장을 변경한 버전.백식의 무장인 메가 바주카 런처를 개량한 하이퍼 메가 런처를 탑재하여 사격 성능이 대폭 향상되었다.,
d4db2fc79d42a326eb1001a86e514d2c4e3e6d317ef63e7da711a4bb8d42c2e1,Z건담 [웨이브 라이더 형태/하이퍼 메가런처 장비],
2a48aded918e355e7f1b73c5850c263f10f1b34c8cc75257fd2106e1261f2c6e,△ : 표시/비표시,
19fb3fdd2a6d8b67e94df0a1083cb1adc86e007ef1452c19933b7199ca60dfda,기동전사 Z건담,
e386f3e472b0a549fe11af5b978f00a91ca69d9db5ce0cc486f735ed641d66b1,주 병기를 하이퍼 메가 런처로 환장한 Z건담의 웨이브 라이더 형태.,
1cefe869d036cda944f4d8afd5796c35aac81dd2c7f8d60fc44d6776a95c0c89,메타스,
77c3630cb58fde65fdf1282c9b63576b8cb37f893ce4647b84aaaf51333fd1a0,△ : 표시/비표시,
23badca503115c6cb00d7adbba22e55cbf71542ffc8a63fa247473383fd99697,기동전사 Z건담,
e33ce8f14b61b9d681b9bc93477b15f5f409206214d518b93c9c1b5a25824fd2,[Z계획]에서 개발된 가변형 모빌슈트.본래는 변형 기구의 실험기였으나 뛰어난 유연성을 인정받아 실전 운용되었다.장갑이나 무장 등의 성능은 그리 높지 않지만 수치로는 나타나지 않는 가능성을 지니고 있다.,
b0bac7103053d5d00f31fea9680c5b14dfd14a5789988e815c3f15f7b99ffb72,메타스 [MA형태],
80ff2c07753fbb1bbdf75931edd4110b7abb246b3fa4d0f3bbe2cab87248995a,△ : 표시/비표시,
acd9432fa8992d5b5aa633702e70cb665178559d7160edca6d0fdba86cfc1890,기동전사 Z건담,
82e22cfd1c005b4d563a017162617edb7f35376516ec9bb658d123ae429398c1,메타스의 모빌아머 형태.실험기였던 메타스가 실전에 투입된 것은 이 모빌아머 형태가 고성능이었던 것이 요인이다.뛰어난 기동성과 운동성을 갖추고 있어 그리프스 전역에서는 Z건담의 지원 등으로 활약했다.,
5c3cbeaff259e609ce913f0fb8258d90abc8b25d640113f3de762948ba989f6d,디제,
d6716cae7079b5deea4aba9f534a33637d2be8d844eaf50f0c4e960f8ba931e5,△ : 표시/비표시,
0a70fd04b8345d738424c0d39c2c6b8f0657007b1d6c171b51ce3d206f89d9c8,기동전사 Z건담,
35ed10ab0ddc178ad32d31feef7509a98e1ea97ef4d7d6b22e78c920f2eebdb7,릭 디아스를 기반으로 카라바가 개발한 기체.지구에서의 전투를 고려하여 등 부분에 방열용 핀을 장착하고 있다.기체 성능상 특별히 눈에 띄는 점은 없지만 일년전쟁의 영웅 [아무로 레이]가 탑승했던 것으로 알려져 있다.,
105eb462256e623d0cea218a284596ae7f67879d4f03c76ac81160904863d225,ZZ건담,
d12a569cfccb25100a5c110fe045efd37d17d6d0368708749e46b3e77abb7c1b,△ : 표시/비표시,
0c2705b36a85628ab3bf40d6eb15fbde9cdfe0788419ea5c4b3c6455ae6e9fc5,기동전사 건담 ZZ,
345b802431312413cedc70dee90e6933edf47667f6f7e8a415982041f1c7060f,에우고가 개발한 최강의 범용 모빌슈트.코어 블록 기구 등을 채용하여 합체 및 변형 기구를 도입하여 어떠한 전투에도 대응할 수 있다.또한 머리의 하이메가 캐논을 비롯하여 다수의 강력한 무장을 탑재하고 있다.,
906ff13a8456706a05578ab5653037e0bd3b71c1f2ffd77843f3ae40f253a443,코어파이터,
ea61dd55c7d10c828c30a67a3ffe1d9c2f5507bb1269214233bdfc8b364ca5b0,△ : 표시/비표시,
9461044bca643e5cb1d907bf942148dc6da00896a4470e73e4a4c71efd08bc13,기동전사 건담 ZZ,
b8c246a0dc5d34d876a6300807c192cd3a816cca3715c8c9f3d05f4a3cbed02c,ZZ건담의 핵심를 담당하는 전투기.날개와 콕핏 부분이 변형되어 ZZ건담의 콕핏이 된다.강력한 무장은 탑재되어 있지 않지만 뛰어난 운동성과 기동성을 갖추고 있다.,
b9e8353e60d3e45b327087f3fbda75d08c74182ef5eb3bcfaf92d7dd9585bad1,G 포트리스,
e972f45e8435a64f2d6fd87e7d58d71f60dd4e626cfd445f7f87a9536bf95884,△ : 표시/비표시,
3937b73c8c33b54f2fc4d0256f593b9d65a8abc91f1211629ee355acb8e5af79,기동전사 건담 ZZ,
4551e76c8929f35e482f1544c6738294b95c120acc23d30b6addbb6ec87659de,ZZ건담이 변형한 순항 형태.가동 시간에 문제를 안고 있는 ZZ건담을 전장으로 수송하는 시스템으로 고안되었다.또한 강력한 무장을 다수 탑재하고 있어 순항 형태일 때도 높은 공격력을 보유한다.,
537070114d16ec9f9f2c53e98e7d32f118324f50a8ba47d6eefc19de82c24b0b,코어 톱 (코어파이터 없음),
ef2c682ba17919ed08668b4d795ea0c44dcc12bc9a839f43de5df5d17d58ea36,△ : 표시/비표시,
bc78d49acf85a48139967c15e8a6e9992504c4317fa4f87939dbf536e43c85db,기동전사 건담 ZZ,
c91d034f65281c7949514940d934fd0d1968ad9a5df0bf82bbd41650acbfa162,ZZ건담의 상반신과 코어 파이터가 합체한 형태.더블 빔 라이플을 주무장으로 사용하여 뛰어난 공격력을 가지고 있다.,
6b8fe47e197aa785e1c311e1ba9b55cc6850b508bbb7bddb94dddb747ded8aa7,코어 베이스 (코어파이터 포함),
b044ae363f245480758d4f428da72ab67c8e6eea00b7ff6e6bad69c897d616e9,△ : 표시/비표시,
79b1492a5491312b706973f1ba99aa58552d1d2785987b9656803443a6715f59,기동전사 건담 ZZ,
ef5c12bc1b943a8e1b7543665c35b7b093dad404d0c92cacd2cf6aad871f64f4,ZZ건담의 하반신과 코어 파이터가 합체한 형태.ZZ건담에 탑재된 스러스터를 동력으로 사용하여 고기동을 자랑한다.또한 미사일 포드와 빔 캐논을 탑재하고 있어 공격력 또한 뛰어나다.,
f1537aa8ec0a2774156afbbc682e3ea05017eefde46fc080a0db5dbea91a4fc6,풀아머 ZZ건담,
141debe6ce9ed7a1820ea10e69a882377c75486b5496697c93676765d0d2d07e,△ : 표시/비표시,
8703001430d562ec17cd6771d13bcb66b01b6f3e02798eabfc5187ee617ec55a,기동전사 건담 ZZ,
f97063ef3aa625fea702501eed1e1673ec599f802d36f0d65235107c64d14af3,"풀 아머 오퍼레이션에 기반하여 ZZ건담의 장갑을 강화한 기체.극히 두꺼운 중장갑임에도 불구하고, 기체 설계를 숙고하여 운동성 저하를 최소한으로 억제하면서 방어력을 최대한으로 끌어올리는 데 성공했다.",
15588017d723db37b16d2a8330d4dbee2c437a298ea13b0bf2b0be50eb74b984,짐Ⅲ,
1d086ecdf2a14d218f24734b0705ecddd15ee0e1df4d4e92e6dcf1f017c5e6ac,△ : 표시/비표시,
e087f90990e7affd0fc14f98ee115ddb2145a5ea6dd36a516f9a50d420bcee09,기동전사 건담 ZZ,
43d8bd6a293b7f794c7c3bb26b3575e2931dd77bdc47d54df7d7b4f6c2540c2e,제1차 네오지온 전쟁 당시에 활약한 짐Ⅱ의 발전형 기체.짐Ⅱ에 대폭적인 개수가 가해져 신기술 도입과 기초 설계의 재검토가 이루어졌다.뛰어난 기체 성능과 높은 생산성을 양립하는 데 성공한 완성된 기체라고 할 수 있다.,
af9b5c2f2561148dcf19e19329d397c626c292cecfe93e7b262ed54b35d2d5d0,짐Ⅲ [미사일 장비],
801b7caa0f6cd4769268c4b8e66804f4875807f1fb2d43ecb4fec7f1cf51a4bf,△ : 표시/비표시,
22930e990b376cd8b9b5218326926911491067bd38bed369102b3ddc99d2c1c0,기동전사 건담 ZZ,
1e11a5fa5b930d02bebda2d48caf34b0e65d764684b40b133d63223f70c725f3,짐Ⅲ의 추가 무장 버전.지원기로서의 운용을 상정하여 옵션 장비에 미사일을 추가한 기체다.,
e53b3096d5f9239ef19e12d0e5ed7ab217c067365659617a819c162f1e81c894,가자C [하만 칸 전용기],
c13d2454f163c5ab5022c5a99209a0e69405e0ea3479faf8ff1cdf1591b86b18,△ : 표시/비표시,
b4365e5b7800b46c0cd7485fbefc2a288351eab22e1f6cb3b542c4a50f38f390,극장판 기동전사 Z건담,
15d997e1102a0c719be032a22056cc89a10e005f54a4eb31fce657d1d463088a,가자 C의 별도 도장 커스텀 버전.액시즈의 실질적인 지도자이자 강력한 뉴타입이기도 한 하만 칸이 탑승했던 기체다.,
16d496e06d01f059f9c4edc321b422b44a89510b845b232e479b657cb505cb4e,가자C [하만 전용기/MA형태],
f0469018343b6e01fc8c783339e657930a9c71bd276f4721a44f5f5bd115dfef,△ : 표시/비표시,
b6a4929c69f9c3e82ebc8f11162f8f48237a215a2050d94d5850181d22a4dfca,극장판 기동전사 Z건담,
9373e595913df41a6742a6415220a8b15146435081cd2a3b5e9a2dbfbb219326,가자 C의 MA 형태.하만 칸 전용기임을 과시하는 도장과 조정이 이루어져 일반 기체보다 높은 성능을 보유하고 있다.MS 형태와 마찬가지로 너클 버스터를 이용한 강력한 빔 공격이 가능하다.,
f4bbbecd1cfde297c01494a6627279310a805a68d2604c10a72e8d3847a350cb,가자C [그레미군 사양],
e5641134caa32b891fc994cb718e18bd3167d00571af22499cafde7bdc35cbd0,△ : 표시/비표시,
c4bbbcbc889f9de3a6a4bd6a90856b6599f1e599847c8555fecb0dc9ddb3a45c,기동전사 건담 ZZ,
32c53873668ba341709b31c80e8d818896d23a5103889c80263b5f8543a8f5a5,가자 C의 별도 도장 커스텀 버전.하만에게 반기를 든 그레미군 전용 기체다.,
e596a0e515db310e123203ef7b9f4971efb0d0f7b5914654560243b3a7b799e7,가자C [MA변형/그레미군 사양],
77be92de477e7440fa0b010bc87f00c30521f9c2c78d5d478c60d448022252fe,△ : 표시/비표시,
84d28b649415849f227f985063e97a2d38b426250e6206a48027201915c08407,기동전사 건담 ZZ,
948c2d588e3a1398c1d940fd36c497dcfec88e4f30f3742eb5332540f12b4846,가자 C의 MA 형태.그레미군용으로 재도장되어 있다.MS 형태와 마찬가지로 너클 버스터를 이용한 강력한 빔 공격이 가능하지만 일반 기체와의 차이는 거의 없다.,
f7aca802ecc234bada6335e4e6d732d815764a88327b14df97dacd9a9dada40d,가자D,
d8d4a07a6a82114cbd5879452bbdd972df992e79d0e368aafb49a23c0005d690,△ : 표시/비표시,
5d872bba30f622538708e4d7283e6b0ce41c233cc6620511d23ad15584d6a46d,기동전사 건담 ZZ,
dc8c99d22525d756ede41811ad2be66adaa2b49407da3b4f251a533fa5cd6269,가자C를 기반으로 개발된 개량형 기체.사격 전투 능력을 강화하기 위해 미사일 포드 증설과 주무장 화력 증강이 이루어졌다.나아가 근접 전투 능력도 강화되어 기존 기체를 크게 상회하는 성능향상을 이루었다.,
d6e1fef863cfdaed856ea4eb326eaab23dd532020c4d4933a4804342ae4a7a33,가자D [MA형태],
a7d51a108c3228064efd9e3039213650829073aa0c5304b9772963b21772130f,△ : 표시/비표시,
71299ca6f9e858292287dd274e5e2b61f967cdcd3a70477d12471fb562f7cd22,기동전사 건담 ZZ,
03d6e8cf87d6ec620c5b0a8604f943d53ae75793b84fad4190cdfe2ba2941e7a,가자D의 모빌 아머 형태.가자C를 상회하는 기동성과 화력을 갖춘 고성능 기체이나가자C와 동일한 운용법이 가능하다.,
69373280fd1d0115cbd9d067e3b4ca5cbbee3e45f6715d1251182024cad9c603,가자D [그레미군 사양],
99b7675a54cc17577b679e85a5ed437ac27f9f1bec4272f6c35418737a4a9d32,△ : 표시/비표시,
f6a24a82188521bcf1acbf0aba9f6cd0742824d52f4ad66f5b7fa1470bb58ad8,기동전사 건담 ZZ,
6a04af92495913fe64c13102c916fcfaa89b5ce6298e686087878dc07088a77d,가자D의 별도 도색 커스텀 버전.하만에게 반기를 든 그레미군 전용 기체이다.,
42811caffa430840ea4bbced9801f111136fc188c45bf94e745d1630b29fff10,가자D [MA변형/그레미군 사양],
f774dd2d17adbc60c023880142e4889ca6234a5161e2cfb2286dd538b6e1da33,△ : 표시/비표시,
9b088581ce2dbe59745011cd22b52815091c818407a5891e4579b8cd0c0d23e3,기동전사 건담 ZZ,
969d9d04d6f263d4779da928ea5371a87dd7111c5bee46452a456701beee0ab9,가자D의 모빌아머 형태.그레미군용으로 재도색되었다.가자C를 상회하는 기동성과 화력을 갖춘 고성능 기체이나가자C와 동일한 운용법이 가능하다.,
0b2fc9d7fc35fd8c5c36b64849a3af85a71462b14e1dc72dadebf1d4a7aa536a,슈츠룸 디아스,
15181ded16cdbbc3013c57a636635193dde90de79bda904e0108e451633873d5,△ : 표시/비표시,
b6f811b8bc304cdeaab2e1c41cf46909a0e5b12cff3dde4ca00a7c294ef6cae2,기동전사 건담 ZZ,
f39b16434f41a5c9932f8fc32be2b9bc0e656cbe437703434e1434f1d12cfd75,"릭 디아스를 개수한 발전형 기체.화력과 기동성 향상이 도모되었으며 등에 빔 캐논을 내장한 그라이 바인더가 탑재되어 있다.에우고용으로 개발되었으나,액시즈의 손에 넘어가 운용되었다.",
337aa8898ded6014ff7a9f072d0dc206f4c1b9c02d66e72f8884c1b214b07299,슈츠룸 디아스 [그레미군 사양],
743c16e65a08ed879932f65e5deec8defd92e4aaba3782d76401a5e8c0995495,△ : 표시/비표시,
6860614d25e91601d690a34ba4c26c6cd2874f746ed2056784ecb52ea72ae55a,기동전사 건담 ZZ,
1e509947a150b750dd67c85f38fb494f01eab24eabfb808da713656d40361538,슈츠룸 디아스의 별도 도색 커스텀 버전.하만에게 반기를 든 그레미군용으로 재도색 및 튜닝이 되어 있다.,
8f4325255e6cc444411bf5eda6a3722efcb29ac1d49732b79444ad6adba0d4cb,가 조움,
83bf92de95126494264b215e012a454bd7aaf05cc269528d328eee145f88ab30,△ : 표시/비표시,
900336a25fedcbe0367d64b828379f924043840b4825c3e7b61e236c1cd16797,기동전사 건담 ZZ,
44658e9a2a4931607b66b6542353710e5178f472b0d991b6526b932e665bd693,가자 시리즈의 최종 진화 기체.가자 계열이기는 하나 기존 기체와는 완전히 다른 구조와 변형 기구를 갖추고 있으며 하이퍼 너클 버스터를 비롯한 대MS전 사양의 강력한 무장이 탑재되어 있다.,
25ce75667ae3c5d0ceb237be9e3772db193fc785882b18007290cdfa9cce5062,가 조움 [MA형태],
544f41908f472d31e0570df7c00f2232428f88413ad6eaf2864b413d302843a3,△ : 표시/비표시,
5fc94d07564518cebeba0913e624d6abe767464f26a4200db301cf1921e80268,기동전사 건담 ZZ,
2716f6a959ca270563e675eb6c41026b65c5d973b637538a2ad46327e93596ff,가 조움의 모빌 아머 형태.기존 기체와는 달리 다리 부분까지 변형하여 보다 항공기에 가까운 형태를 취하기 때문에 기동력이 더욱 향상되었다.,
6c7902ef07dedc46b0e421378399c969d701bab7e82c5d63c41e95027132a723,가 조움 [MA형태],
6ee942f76948023f3b6f52171e8d7c1c6bf5d48525a14f1832cfd6d9379dbd05,△ : 표시/비표시,
13b185d321b02a959781a408fd06a1c7031a352d02ec2419c518e00f19e05d5c,기동전사 건담 ZZ,
2261f9ed291da0764c6e02f47ee9325cde77f8cbde1114dc736411716a71edec,가 조움의 별도 도색 커스텀 버전.하만에게 반기를 든 그레미군용으로 재도색 및 튜닝이 되어 있다.,
3ccffeea85c0e7c0c74ddf053b811ee1590910e280f87e6baad3b6cad5dcc7ac,가 조움 [MA형태/그레미군 사양],
491702172fa304fbe58367cfdf1b128df771aac4ecd141e87750a58b786eba52,△ : 표시/비표시,
de71010e3dd9045b9cfa1e077dc0773ffded865e8eba2b13ae8fa6ef409e7bdf,기동전사 건담 ZZ,
80fa7e08a60a72394f64c4e743fdf0d08eacfd233e06770f8191a31000897eb5,가 조움의 모빌 아머 형태.그레미군용으로 재도색 및 튜닝이 되어 있다.,
85e27ae8e9a76f95ba3b1e8b723940615e1d784ea964ca67ad351665cf82a550,즈사 [격투전 타입],
471cb66d17b1d348448ad0ece67142bbcb2e249e2001473aa3b15a166e371262,△ : 표시/비표시,
fecc9a3e4fa3e8de3449dc182c421d92624d3247478765a94a1add8d49fde106,기동전사 건담 ZZ,
358d54b47a06ec92cd788f44e043b47c075723ec787060101c6fdf9189c92644,가르스J와의 연계를 주안점으로 개발된 기체.다수의 미사일 병기를 휴대하며 지원 행동과 강습 공격에 능하다.또한 전용 부스터를 장착함으로써 비행이 가능해져 일격이탈 전법을 구사할 수 있게 되는 등 다양한 국면에서 운용이 가능하다.,
e78ac114c6b74e05e93c029d284d4ce9297616038665c4d1c8804271d3e56c25,즈사 [부스터 장착형 타입],
4c1290a9ec77a122555163be43bb2e8e0d9944e8ef7516f4f12c87891fa9d3b2,△ : 표시/비표시,
d00084efa912d03fd4e9d20f4e343774e6043c32964fd91cdb8506b67ca0cee8,기동전사 건담 ZZ,
0d37155949d6eb17290cfaba20bbfd8136b593ee948d63b37ef50c2a517bc3cc,"즈사에 전용 부스터를 장착한 상태.순항거리는 그리 길지 않지만 고속 비행이 가능하며,일격이탈을 주로 하는 저렴한 지원 기체로서 작전 행동에 없어서는 안 될 존재다.",
441479bbf869dc7397da63e6388f1cbb128f6801b5edeb7327a91741036c3b3d,즈사 [격투전 타입/그레미군 사양],
7b2b434523c3fc5749943237bd1c3539b391f813a53d104136863d692b0b5169,△ : 표시/비표시,
1e8b5c0e71904bfcb4cf7dda09d98ae6d442f4c0365f7b2ff7d6771ab4d32dca,기동전사 건담 ZZ,
3b29571f0bf889eeee51935eaa5f93c52948c3fbd4ee1b50e7a25e53b94aaf46,즈사의 별도 도색 커스텀 버전.하만에게 반기를 든 그레미군용으로 재도색 및 튜닝이 되어 있다.,
c1a1dd2aa13f1e22341cad62a1988bc37cfcc4091a80de9e54b978e903b51e5f,즈사 [부스터 장착 타입/그레미군 사양],
d6ff60acf23668f21614106cf7dbe7bf2ac3e8447644dfa242c4669f9668c470,△ : 표시/비표시,
9c91e2d0228d7de608616ca9fe98ef87a4f191cced8ca8331c7613cb15309526,기동전사 건담 ZZ,
f931056269a9921d16a94e84de7db21eed56c714e59aa3c8ece736aa78549a30,"즈사에 전용 부스터를 장착한 상태.하만에 반기를 든 그레미군용으로, 재도장 및 튜닝이 되어 있다.",
bc8f19cc071287e098bcf7beafd166166c9a1e803dcc3a8eee28d9df11223d28,갈루스 J,
dcb7be015f4d94825cbf49ae636ca009b7fcdf5bc8862cbedcb14dbaba550c71,△ : 표시/비표시,
cc4675097a58e34852fcc144ed6f5be33cad59f0306eea0748918ad6909a3d28,기동전사 건담 ZZ,
0fa1c95c2fdb2c60826a787124c50f8bd53e8e508b76ea91885c261a6fbb9c5a,액시즈가 개발한 백병전용 MS.팔 부분의 암 펀치를 시작으로 강력한 격투용 무장을 탑재하고 있다.또한 미사일 포드나 미사일 런처 등 사격 무장은 실탄 병기를 탑재하고 있다.,
9ee3b03976ae94e2edb230b10073e67cb44d1deb434ac82098081ec84e103f15,갈루스 J [그레미군 사양],
6368baebdb1c69c3a9e0bbf5076e531b24777985781f6cdc6cd60dba83547837,△ : 표시/비표시,
100b39bf6a80738b97287871e9e93eea0f6244f7e79888ed5000db602444ccef,기동전사 건담 ZZ,
71bf1eb0a09d363f4f651e22e5251a10095b716acfdcc9d3145481d70afd2192,"갈루스 J의 별도 도장 커스텀 버전.하만에 반기를 든 그레미군용으로, 재도장 및 튜닝이 되어 있다.",
11e0911a7c791a8c431a7325bf33b6af04d8b524e7dadff7507e1ca461bfe3eb,자쿠Ⅲ,
35f03b5c445ce8bf324f05f7422572635d1b0686676915b53d430a9816f2ad3e,△ : 표시/비표시,
7c59f85bd9aaf2c7cec96c67685322fef8b67de8b122d4602d3af7a38e626141,기동전사 건담 ZZ,
80778549332569a0aa7b0f034e354e0587ba7e20d87a123807fa0c0a1a8823d2,구 지온군의 명기 자쿠를 발전시킨 강화형 기체.머리와 허리 부분에는 빔포를 내장하고 있어 뛰어난 공격력을 지녔다.또한 파워와 방어력도 대폭 강화되어 자쿠 시리즈로서는 파격적인 성능을 달성했다.,
ffce2c4b669e46cfba353627f5e9dd47a5b24cfdd0404c8c525c42b04c160e33,자쿠Ⅲ개,
7da926304df5859dd79f1b9d99a3fcf979d672f164aedd5f7895d72ea9fd2a12,△ : 표시/비표시,
d71c15133bff5e826efd1bb8527db75174c8e19f18b8cf213593b672a9cf936b,기동전사 건담 ZZ,
1cbf327755b97f8eeadf559ba14e435990f4c2e615cb2e513631e31014baa480,자쿠Ⅲ의 강화형 기체.옵션 파츠의 추가로 기동력이 크게 향상되었다.또한 무장도 대폭 강화되어 막강한 전투 능력을 획득하는데 성공했다.하지만 조종성에 문제가 있어 강화인간의 탑승이 필요하다.,
229844aaf0623b3b3e26e4a04c2b53a9449e0373d50feb96b0f70d573cf8d0c2,드라이센,
04e5815a046cb8de01babc726c19161d6e0688b415951e167b5381d8ab0cae8c,△ : 표시/비표시,
8fa6969adccdd14128cf8bfcf1aab536de71939df7aeef4be5e94a5e96fbc27a,기동전사 건담 ZZ,
