translation_key,korean
2f9870b00af538a7bb332806d84c26e4a8780ddc2ed47f8faab81cccf43c79df,M메가입자포
d04a622ccc34138a59c5926e8b98998b468e1559d5a90686b15b46335671357d,M런처건
acef28c7785a790e2bdc33728ba268c6f546657236d5f7e3ba429888fbd7bfa3,NRX-044/개발
862d107134830078ec4ae57ba096db518b0f0beb3af35a74ff3591c647222919,NRX-055/개발
8c74bd4f22759bbd4e290ade01ba1962f9f8a248bb2114f9b9ebcb603f30fc28,NT-001[레이라･레이몬드]
5de1a3f3e0b5d78144c000c0f86bfcd2357ca59410e242921d0d8aeb8f8f6f65,NZ-000/NT전용･개발
dd0886dcc0ac0aae885af7691a46870cece72b11b6f0f60593de5edcd08f3726,NZ-333/NT용MA･개발
9ca1f7ae3a3492d0ab57c92c782982aeac7824224fad00669481150f727cb7b0,N･비터
8b402f5d9d6eed4738b83da1a728e79a4ef06b56da35d9b185a0aeb0ab09f1e1,ORX-005/개발
af133778ea097a6f8c3cc2a52adcc5c35b449e3df445a037111abc8e1e4c6d46,ORX-13/개발
79584729448b3a4335648f77e1f5eb07637c333fa8e0c761c60df38e0626d21a,P-아프리카
1c701dd26d0129962ea77459a0b519fe2be8fea7499f1b33428bd65f1c33d6f7,P-아메리카
1a99f6e88288d2185e00aaf2c76e33748cc719126f0acd1eadc3b99d416f0d4a,P-인도
cbabaaee44ff987dbae900b1de97e92e37e844749c40f4fd3f0ab1c3618c672b,P-호주
72b7184b984dd7c6a29823ee14c28668d0a1b137db9256b94dc9cb47721f3a71,P-오데사
b3853aae053866738fe416a75a4c84d81fe8e22d306dd1329986b3066c1b1fa6,P-자브로
63222e68d542c55966e147db0ae5cf7e432f4483dd664739ce1f5b8ca427550b,P-베이징
ab143309a805e896210749c1f1048163c4c0d7f84ff38a3cba1c1e6db400e0c8,PMX-000/개발
083599dfc7679bfe96de1fae6277f57dd58ccb7273945eb879370819eeefeb63,PMX-001/개발
50bf8a2b2a0a4d5e0c44d12c99acb5c31753bcf564630cf64c5ab55959410e52,PMX-002/개발
887042e1de18b024f3eb8d06e440676dd7958129930e5885071aa2d66a151ac4,PMX-003/개발
87d3003dd5df8244d09b407fe19631ea04a49413d0c4cd3becb583e7c0423d4e,P지옹
d9a35069ba162de117056978b8ea65b3ce29e547f76fe42a683ad178d6e44496,P타입Mk-Ⅱ
404971b17591b96261f1ec119748e5e3eaeea9d4a82db5f69a094baf5dbb1456,Q만사･헤드
62dbd2fea6a546b96016b9f8caaa0165fd4be3016dbab2f668083d5fb2ba9060,RAG-79-G1/개량
8ffb3bfe377bfb36575c67b40e800d268cc4e9452e3cd377f15caf74c05579fd,RAG-79/수중형･개발
056b952b8d580576a3ea5aa3f00f72f1f0c387e3b004b80315ef41f46b83b4a7,RB-79/양산화
82ccd5e9a3fba0d2c9754886c11214ba2aead408be400c15464bd8e2d6bb04e5,RB-79K/시작･개발
66894b8ffa891ba376e28c1cc39effb6f9964821e86e1c2f8ba81e3b25c2db68,RB-79N/수중형･개발
3052ddf518e884c06987ed652aa84c979a34768ffb1272d542546548261b5ae3,RGC-80/지원형･개발
1de9d535ee7c8b49457eb094be8d1fc0d7e8e6901076c34d61c6ea0654f2d39a,RGC-83/개수형･개발
032d6372126d0d410e8abdece7f426b8f56684dd976018541d1eefdfdc4fa47d,RGM-79/개발
2cb6e3f6937aceaef8ef61033565716772d023c8db547d5bbc7252308072b27e,RGM-79/운동성･강화
5a811a4a38bbb7ffa71240495b9d71b9383277d8a5dec6aa8ecfe36f1c6d1103,RGM-79/강화시험
07c473571957bc0266e415922b87706aa850d01d369358e3ba94dd9d5aa60e11,RGM-79/사막전･강화
cf5a7f2514511d9b99baebbedd46c526955cc246f81fd358cff3b4a985f86920,RGM-79/저격형･개발
09d4aa93c96bae21c812bc9187e685c898d37314e8875439a551ee77a14f0bc6,RGM-79/저격형･개량
6e008be8a449a6e56f328550bec8574be56de96dc589e54d716f69e763c0ebf9,RGM-79/육전형･개발
ccc611e51eb3da8b0d81e19e9787617bb95295c4867fcce241f9be10c1720de6,RGM-79C/개수형･개발
7847dab86b4f1ac46e23bbf64e9a5985672edab59b349d8a6c75efde3d93332e,RGM-79CR/고기동형･개발
5ca282d38ef451532a7a46a16350603ce58baba10e85c4912b38b124645451bc,RGM-79D/한랭지･대응
3aece70f2a34e280b41387461f63f4afd66120659c308ac7583b841dc4bceb5a,RGM-79FP/격투형･개발
6e867d75a575708cc6b30d123ab2d9f3db7b84962f7736ddcd131d294f3a64cc,RGM-79G/고성능화
bf10eeea3a11b07dcc6b82272e57e87a02dfec47342c8af419ccf78fef52164d,RGM-79GS/우주･대응
01260f0b1f1115599f4cff3cca465bc5c083b302fb8ea065404b3af61ec163e7,RGM-79N/개수형･개발
6531f5bf661379610a1c429caaf6672c86a588d9a0a76b529cdf45a05e9605f5,RGM-79Q/개수형･개발
0267fbec2dea640202129ab2e3aaa5d9ad36ba246a7df813167270ab5d1c4c48,RGM-79R/개발
75fc2c94ac7ddbda7a69f59c4dff0c8ca9b64455159e4cf59dcdbcf3a648195c,RGM-79SR/저격형･개발
87005a38468327b90b0df2df65110c7a18713692d80ce8bcceaa5e39d5ba3d8b,RGM-79[G]/개발
8036f5750b9ccc1bc9e045b4b186e536958677b434816a9687b34055452f879b,RGM-86R/고성능화
085b96abb7cdc0b60f43a7c8f7a2ea18a3a87210e8b0783ccc84fe74f938d58e,RGM-89/개발
a9d379b55126d16b2fb866b48d65bf59834ff36af9802da76db2a6931c038b18,RGZ-91/개발
dc012fc5216a3a4b53e1e3c9237d430133f786ea0e80148bccfe99512004ab37,RMS-099/개발
d9bd99f00097109a8c242314506ef5a44e7e105f7b60fa62886ff0d89f9e45d3,RMS-099/고성능화
4cc6b0587c0664aa9f161fefce27ec9dde8a7b0e49c74fd26b92d7db59d34dc8,RMS-106/개발
8746f416b314f95bab554311b1843330ae1f1baeae9cd54774ef494f5b79f573,RMS-106CS/고성능화
5dad155f7d63358a8b65a7ab981db5b2f0e14f682bc190cd0c385e32814ac834,RMS-108/개발
a39c567d2b17d480aa9bec509c8eedca63f095e390832fb0c619dd7ae41aade1,RMS-119/정찰형･개발
2ed2d516469fc574e0da8263d6127dc28af9874448adb0a04570eb0139ae3f01,RMS-141/개발
131c15784b7c888543b7599609b63660db32070e2cff6c9e7cc32468f127adf5,RMS-141/스나이프･장비
0aada85ab662a07a9ab73a993aec16b70f00d27604f00f3e0dae9962581dfcfc,RMS-141지휘관/개발
62d87b94d48fd91ee4cfa2c05a1bf57c2b2cc76ec5175380795642cd12de4eba,RMS-141지휘관/스나이프장비
1610b5d6012d6729f3a395dadc10aeafdbc298ee2c8cc9f1c69f8e1d5a4a043b,RMS-142/개발
4ea588546d9fced20dc40c2b22cb1c3d115bd65eac4d1ba929c0706b6b578a0d,RMS-154/개발
91849a144e9202a03ee94b9b57a0a30d87fad9e0fd305cfe6fc3c6f769b6bfee,RMS-192M/수중형･개발
276cd292109aafde7c271c5bed2355505dfa6955b3f37b8b1e59cfb0a4d57b7a,RMS-99B/지원형･개발
2d295ab0221937a63a959769ee1cc46ea26290b0e11e0f60166189fb68e5d270,RMV-1/개발
fd3decb925eb0c21307055a5c04b707698f28054a645b9fff5f92d1d4f9f331d,RX-104FF/개발
676338244ae161ce87b3c451dd62bafbb7dbc7bc1d82b02993308dab1a2a6e0c,RX-105/개발
ae977cf6f77a1a405f02aa1aec6de54ac1e59d668db489f8ecbbfbdac36f1105,RX-110/개발
21accffe19d31c8ff6a6bf0627eedfb90d665b7cdd853adfb69676f14b01a546,RX-121/개발
3b440ac13e2623000799ce6db3ff2971866e66694ea1a5d8d3344353f5c7f14e,RX-121/장갑･강화
d79f38319f44613a20e8dbfc338cbd97e941da3543baba2de436764f015f22f9,RX-139/개발
018398e5727a3e9e34e243b1a71291d3da156449c414c58742f861d994fae853,RX-160/비행형･개발
30ac1c2dc832dbb0498dab230c8af4441b97cb082edb79ffd808c86fd1dfe1ef,RX-178-X0/시작형･개발
fb66fb167c98e75fab18f7cf7d301526189c2113ee68aba1ef75fc21b1b07e3c,RX-178/개발
a56a104049d18459d1acdfcb47b777a712dcb6f6ebf532cd6a5fa9cc0970e561,RX-178강화파츠/개발
e3101e9949c5819cc877d5b1a36013aac5d7bb1e23c2a1ecf96a24e8c5391a5d,RX-75/개발
68ea8660d18c03f9f98f4b76a881b298519b5dee87f55463e09e9fb7dbc87b6b,RX-75/양산화
7aedc37a36b932a2a3a7c0a43f1c16d28030bd4c8c4110c828f058be7b4abf9e,RX-77-3/장갑･강화
2861bffa99e678ba1c0e1486a6d1c6a7b63c4801a4b580920faddfb23f511075,RX-77-4/개수형･개발
9b18fa09b97e01a3252c6d99b53a00391168b171433432d2a3cf6636871eff87,RX-77/개발
43b762e372cf8695ad26ee1664873749a897555d245f601de5d28fa781760fb9,RX-77D/양산화
408d05700f629b2e35bed6d1e661eb42d65a14e378e3bf78b027a9136b5664ef,RX-78-1/시작･개발
8eed3b92a5bd649975fe7e68921fd1018d7dbe7304015670bb378c2714c7dd99,RX-78-2/고성능화
82bde3653ec471f6ee3725324de562f85071427c855d77681a405d8b7c59ad84,RX-78-3/운동성･강화
a976bbc5fb0a8e711637e84afde5b80d8e41ba5876ceba1d6aeec0ec3baca1a7,RX-78/P커스텀[CA]
22a36ec5778521398fe38f4fc9ecf9b3273769beb3caaf1535a3ca03f4666e50,RX-78/고성능화
8dc65e0c58296e4b6de78c3ffb490f6b18ae524927f7aa1537d9d20a8d481250,RX-78GP01-FB/개발
50ffdd9887a53af9c2391d7bef09828e218a84f439ee562277a8fa5ad632ab8e,RX-78GP01/개발
0ae9e0be0dbbc766be8ce19dc977d9b46165c50d6dcce64c3f03d86a9201016c,RX-78GP02/개발
2b7ca6a7c1e68f56413584ba4a1709d22a57b61365f7e740bf9b4f27f7cfc038,RX-78GP03D/개발
2279e0ea7f453dc87058893acd6614eba1a93f6a266fa79472ecf7f67848e1d1,RX-78GP03S/개발
e804535dd19573ca6f6ccca01b671834ee0b63bafa00992f1fd2c65289ec412a,RX-78GP04/개발
72605dc5d1bf88a76456d079afcd1fbdd539f3b8b70a39c2fd6be47817dc8693,RX-78NT1/NT대응
b15e2108cfa91b4fa0b0151060bce1b496e2b7a2b5b301c9dbce0f78d3ce7c26,RX-78NT1･FA/증가장갑
08bfeb2fb690041c7f6b9c649cfc330b16975adc888c4090fd2faecea9949ee4,RX-78XX/개발
a4ccdbd5464d5674ad63dd4ccb9102ac93194d925135d543f5e72010f12d5c28,RX-79BD-1/EXAM탑재
543e41aeafc6df999bb7c825b19e16a6cdb2431236dc304e655c2129589f7610,RX-79BD-2/P커스텀[NS]
7f5ac0d58ec9ec8445c8e891315a5e54aeadbdde3a393343e380b9f8c764d001,RX-79BD-2/고성능화
419160d0bbb99fef16abe1bddf04195e014ae5b04726719fcb3aae509650f14c,RX-79BD-3/우주･대응
995bdba9b151288ce6a42af2532175a534856a520f1a61edc77480ecda50bac8,RX-79[G]/개발
3e378f61b08e072a607e3a7c0def24265428c04e16adcaad40bf638ac857af50,RX-79[G]/스나이프･장비
2702192939618f5177a694c0fd8f7c42501f52efbc68a4d996f2c3a6e6b6e9b9,RX-79[G]Ez-8/개발
b1f67a7d4c4d38e1f166832fa38c9e70b9eaa1cc3718f2978883cfd5a62e50ed,RX-93-ν2/고성능화
e08ee82482b35d924f7e2879cbb26a66abcf40363d768a7f5943859320de5281,RX-93/개발
19f4ef4fa539c6df05509adb7efd1523cffb282204f0d5d5b04fe2a050172c2c,RX-93/고성능화
e7cf23109f59850023cb22f2f64568301cfcb4d913bb72affd523b030fa4474a,RX78-2데이터이식
b09d00f86a36031daef7730ea7d2503eb8e46d45d20dcc6c072d55671dfa2f11,R자자
ff7ef1116ae2a7c6b211f1116e41126847a5a0be950a1d68c1e10cf5fba82d43,R자자[F]
ff01777b6cf12c94c8f1866f3a2c34df637361bfb1dbb589cf76c410a539e271,R자자[그레미/F]
2723827aab15f1651874ff16e75735c10fe30c00c972636c1a10357671c04806,R자자[그레미]
ab309d28958cd7a3743408fb84d53e4bc431cb8b4be18f5239ddeb15adbb2db8,R디아스
950089dfa1d9545305b0409e32b104295beb032e5abbd317ba6228c7cbe73962,R디아스/QV
d8d5d05288621a16e75f53bd2757ec71d135c10a42cbd8398bdb9b55d27a31fc,R디아스改
258c7981e86a4f1f8a18fb6f0053d008fba7ceae6a73080a4185a453b402b7b4,R디아스･K
a1ee62305d50f2043506828fafdb89f0a507ca85d8437ff1ecd15484f8bb1eef,R돔/ST
7ebb171ec79ff470b8bb3ee9c2c16582a3a7d015befd3d565177e09cf17ef31f,S-G부스터
9cfdb34aaa401e9f08b2667cf1b4e3efdc87cd4034fcc1894549dcb0108e57db,S-건담
d4c004bc6e1f5c0435a7782786354ce25d06035426a4cc653fd2eaf935218ce6,S-건담[부스터장착]
24f301908fdd5b075bd8b0d6c666d879e9c3bc207a15955541f3b6033201843f,SEDJ-1R/개발
32c435a04c0ccd0f01b37eb5c47b6c1cab7d1c1b472130d2ef85197ece6c3a24,자원
7d712e73d1f467408ab0edba00be285dcc7ba361ddbc113671dce317ba855c19,수입
24b4a1be17158b2d86a7596bbbc07d513376daea2e29b5f2e89bdd2bd528ca83,자원
5129186841147abce6b98291f55c3f8615936aef9c33eaed198b5a80e460eb14,자금
11dbda7ea2203d62fb61bf42b02d0a5c0a8ce572b89df95f39d041cd713cc369,S･디아스
c9e69a880664e48bfa2745d82e9b87105bab5e7558b32ed6bf4bfee7864fc440,S･마츠나가
a1fe193f7d7b82da752c753e9bd1cb0f595435c0ff5f1c248bfc0ce3072a27bf,S건담-코어파이터/개발
462450e8c8b8bdede5771a835b53cc6740a848d3a3bf6a57fb21cbfb10366ff0,S피쉬
341be4818c2f99014fec0ae0b449fa19549a36d8f0feb705902abc556c633750,S머신건
3f4fab7c235f47eae49ce08e0b237af5c18a8c3a049f0a79d7e70462a3c992d9,S미사일런처
c27e8e4b8d4755bad676f904dec8ef9377215c31150880ea89bd74846d6c8a0c,S메가입자포
b5fcd07af6478b742e8aff1544ccae10d4086bb1cad5f2b7e7418a691f0d10ae,T-건담
d40d7c43efb186618a59048592ef1fab10fd2cf9ac9394ae8f016767b9222f57,틴코드
0fcfcea41741945cfca08ccf2649b7c9af500226555f3e7b49849252bd1e912d,TR1최종
6fbf9fcfaffa8f1a8d85fd78ecf2d2b562d19c9a8d70c13737f0e7a658ae5edf,U형잠수함
64b62c9305f58604fb8d4ef1b9f09a2b524dedf293cdf4fff258027942a6dc52,W라이더/AR
99b41fed7afe095f9c2c86d87daca3bd9c4d7cf50bb863f583264a2b362b4601,W라이더･A1
a0e8d048b98f8b685511493c5448e654d348f5ca51b505a6358e3dcd3df0c7ff,W라이더･A2
6210c5089e12db52d70cfba86bda18a3db72f8c7f9d15cab911578173b0febfe,W라이더･C1
55179725f924b4e733ba3948e6d816199a3aa977d5b958af247b96facaa91f27,W라이더･H
a04e7ea1622af87522e7f4c661b950d2275100ac800d2883b4d8fd0397382a05,W라이더･ZⅡ
f586047efc242b865323ce4b48e831ceccabd6b778f3bf94bd30f340a354f3af,X아인S･A
f8253761ca8544a35f188dcfc29d5cebaa2dcc8136795e092c764a66866f6e8f,X아인S･B
98fea8e92b9b5ffe360209f2ab5ff18420455692edc948bcda6456f5defd6b5d,X아인S･C
589f4af53540b84d95e38379e1ba0234a2940bfb1a0086718ebc8dcdb6b98790,X아인･A
41b5fd60642a3c2e29343c5ba201e16142ab2db50d4551fab889d88583d100b1,X아인･B
72a69895681a1207aef542b5df0641ae4a9a84989865c310154ff0314b09c397,X아인･C
d39a4a07fb931323245672d237113d62a738fb9b66771d8143b2f0add975f1e4,YMS-07/시작형･개발
0785d7c6e762e5aa289308cc1f2e9833d8b3055c3ada2650ee1973de107e9cac,YMS-09/시작형･개발
330ac1ccc5d4fb1a90dac7f0f7c93f6b54694ef531d1435c1730bc50c564b24a,YMS-09D/열대용･개발
83497098fbbf2740a9649ee2e816f00b1510c776dd4e755d35f86f22cb900a20,YMS-14/시작･개발
01dfe1b9c6af0513f3b127b9ae71d61ae91c4d446640a84f7f7744d0fd690a15,YMS-16M/시작･개발
3def2bce631ab802d6d53ffbc9deab140cc091e5c6687270edb0e15af8fa3faa,ZZ-코어파이터/개발
01482dcd89cfb99538ec0872e98b3392e5ff4b72254ba1e2288f815d227eb285,ZZ건담
acc8454e79b2f2651d563bb680a3a18e3378bb2dd9a545e48924b8aab1d6f2e8,Z건담
22658dc68b55fb5926c3f16a861ac7bb0e5ef647074682dc64a2dd4b0ed24410,Z건담[HM런처/WR]
347cb5d82511299e4cf13436d882416c1982d5a1ab9478337d6557d948f51db7,Z건담[WR]
a5738380747dfb8afbee24148a7fb64e2eae79b93cc189918601daa8b1c52fbd,Z건담[하이메가런처]
8cebbc003b7aa864335410c925d5db8329f90fa39a4e2c9f8c9f1b5c30e83911,Z건담･H
ad95eaa1ca74508281c25dd444a04502f983ac9f7c026337453b3907395b36c0,Z플러스/AR
db50b2defb029b19174ac1ba5fe6b409e550552d3e06ac41c03baee3ba3e96f3,Z플러스A1
e74672382f687ee506e241da0ef4918920860336af0a95079878a03d0a09ed75,Z플러스A1[A.R]
5d43177d6d46b128eb61e4a3f1e74cc1cf66942bc164093fe34c8189eba1696e,Z플러스A1[WR]
d294dbc9838042507477b0810551245e2cb4d9133f287ed4d0545c1b39ab6206,Z플러스A1[WR･A.R]
9e9241a5a94e72b9d59cbdd1ca7b645478f5ed2e5dd03ae88d927273ed97ee15,Z플러스A2
575b896ac5cfaa03977ccc537456a19eeb8c02933d171a5b970762a5c5727eef,Z플러스A2[WR]
91f6c1087e539377f638bec93cd71355a10da647bdbc2caa19612d6ad0063d3e,Z플러스C1
cb02d2edaafa4988131103f7f859764c51f72243896ac0c40524c6f5209f5faf,Z플러스C1[WR]
c556d7192c3c164c37fd2ff3a72929d99a4980ee8015bafb3a28ad7da826718d,[일반    ]
c1c31d127cb7fb6a7054e381dd44f9d8d196be0b02ed6eee0e106b613444ccac,[중사    ]
4930e7a76fe9ee0a57d5faba9fd1704251036b70e5608a08d5b444e0f6da9d13,[하사    ]
d69c1a65979b7a8a02a769723ddaa229717a665b83af56fdb8e4823b82df0338,[소위    ]
0f88973fe16e8dd6c2a8b4580e19207eeca4f8ba00434797777f45586c6bc193,[소령    ]
dbcb33cf78d2bb0d290a8e1c6caba967638261a437b0490219fb4ebc5daff147,[소장    ]
6d2f9ec35253a8f85dbba11a2598fda2aa22417dabce542455868728de897cb0,[상사    ]
07ce235fc8642cfca88d2a5f73cf5fe1e2cacf81cdb45d1acf32669a08460345,[대위    ]
1eddc60f190363e769172b0da15ac64ef3c6afe5057f054fc951567ff76b9558,[대령    ]
a5376d8d5ee96ef5b1e974ca000bb5e6088bf2ec2d76324a07b3089bb1addac7,[대장    ]
18d143e5f056eb1e3b5c9e46128db4d8d1371c66b7d6afa75cf4414203d4a613,[중위    ]
78e9234abce5681d5a891d750f73ac9fe70c9866b09127e6d717240a00ccc1df,[중령    ]
683cd8029a0643db3679481acc50cea13aee3d1a70002bc8973a5f9bd711aa51,[중장    ]
a225900c393f27083aec59986137be99839d7fc7b7302525bfdac8f416eab9df,α아질
9c15323739271977ab01de8bb7c3be4e9b5efd16633cd1c9e956cdf3c908dca7,ν건담F･A
b2580eb7f082dd596857f32554d251ef3c1762faf43043ec261ea7ec7cda6d2d,ν건담F･B
e4069ce88cb1b60e478e4b96b457d3105b77b3196c9d13604020cd44c05d0b6b,ν건담[B라이플/F]
dac0e4acfbc4542015b140b5e1cfb998e8e835e21d8d87befc0d0d33a2e7cad6,ν건담[H바주카/F]
f41b061cc4b244c3b215d751683c6375efc071396bad59164eeb8f7b27004bc3,ν건담[하이퍼바주카]
a420443fc747a205ba363ff17d4867f1fb870f0dbe0c2d51f858ab027b04f1d8,ν건담[빔라이플]
7c0af6078ec5c9ed4f37e88049062ea7a8953c901f514e878da8b6a8c5feeaa0,ν건담[판넬/BR/F]
cff5a3e493050256d6a57d7e0e730e2e93b217387f2b13ab7adcbb25510cfe58,ν건담[판넬/B라이플]
cd3073692d33b8cda872c427be4970e7117571ae0d858eed4a690da99858acf2,ν건담[판넬/HBZ/F]
0b38c5edd1b4ed13c987939d9a88c8028738287750bbf0907105503235c2acdb,ν건담[판넬/H바주카]
fde026d4f7c7dfb6dcee02018ff77011ef5c5b1b57b7857f973e5a2a8b269304,ν건담･A
e73326bd85a77ba0de33e5c6c96654853f75cf72b588bdd5edeba4dd29fee9d4,ν건담･B
2200d90312b5ed9cbe86b19b820350c0fa569f41c45e817bf50735850c911e8f,三건담
60dfe6420c9d2f4136dd7d8d28c411a0a3053bf3d3a59d4685c359d430790be4,"三건담""+f"""
a57d599831ac0e704ccc3c98deff1a88194e7c9813cc47eeed10a0fae23866ff,三건담[비행중]
c5cb9ab5799e252b3a0eac55781fa89d1948e52726fd215a8fc59e9e081a20c1,아바오아쿠
d36f8c6611f268ff7b73e6363e26b3842a6b7da57f9a88f8ac52e2c519f6b705,앗가이
4a6b28a822e17d5a0dcaec45c9bcb3b754f189b20a0c54451a9da496dd33ab95,앗그
a8ca83adc7499a4d8777ebaf32aa017ce92c12722cc9f73ce881f470d9394ae3,앗그가이
0e9489c2269558894ee0131d0c77f96d1821081a62cc7792d5af1ae93d9919ab,앗잠
5f0b6c982e43195f53b32c5f433eb3818fcb01cc5549abb2ab0504ef74d9a037,앗잠 리더
2ee596895108f13ede2a6ab24cd0bcec5c1493705b6db87275d8aa3c0dc68de9,앗시마
300aa3b023d8bdaf2e8686136e62d6de6f1466a47c1461c78efa69a9330396e2,앗시마[MA]
c5e39930fc7b2cc03ad72999d55d47d1263c99ad9f96afd9d538d4d6078bddf0,앗시마･MA
7a18da8e9751a0e09c61b6d9f38b971233d111671baf94fd8fd61c517427473f,아가마
fb2b4399a01a75ff86e400b9aba514046dd5167bd7658d074754eb795268b18a,아가마/고성능화
301e1161fe6f939d9b40070d3506841218edcd80d66cbb562f125cdbefcc5992,암 크로
524609593c74e3db6c2105f8bb7327ec161d86b7feebfce38672bb1d9bd4ef6c,암크로
7dddd4311685a4412acd53563c7e2416d465586807f3be8fe3805e85808b9e39,암펀치
e685a3fff7b160824f27954e141d6c37581fa7a3e59b5f9d30b7951a01147014,암빔
247dfadd68039e47866be45d1c75b384627e69e7564e928fc9b0d6e9ab4a972b,암빔건
fca4fb559e354211914a8792391e6ddae8da737a0861e378a251fc726e509975,암머신건
713bd2c7cad6aaf0f8f2f12610ea6d4e91551c4b4e60554c7aad732af6e7b4da,암미사일
000d166f23edaa4ca258c249ab3af6b9fb5ca4650af548687123f41c11f09918,아이작
ce0677cb908f43879b9bb308ae6bff900be7e3d176487911998e6fa0ae277d24,아이작/BT
4c303defb32cfc4559308323b74a6ea1ec73f6b22e8d5b0ee9b0785d579d92a3,아이작[F]
5b0c9b08a374d5ef217352ed6db135aa7006c0ee93753fea67ffad854c0a293f,아이작[파란부대/F]
e6be05171a9a5daf41c45ac6958a61a93da6fbd9a6f208633e3c08ce24319519,아이작[파란부대]
97ed1cfba992bdcedf41164412d9266e322e62a7a917c94bac9d81f9b93480de,아이나
2797901f169b50b7197ae450919cd5404c83e37b7eb4c1e2bd5008551c47484f,아이나･사하린
5d0e32553a634bd6f6d9348e7a3ccee6bf9d518d6aa903bfce1658984ec463d9,아카하나
960590fb4a0b2480aa4956f94284e4761b411d1ad9c943e7c6d68f07c3523bf1,아쿠아짐
b4f293d8106ff12a14dac334701dcb434783444af31d1a8f86c155d59418dfe6,액시즈
9fddc1007c2b35304ab4168857719ec4bd21fafc59b26a76c83636f8a468f3e2,액티브캐논
758d5fd4e5a702a10e319d3d2ebbd247f746bfe22e6a747da7f3589f34466570,액트･자쿠
697c23ff8895b0cd0965d5cb3271569ae6c15da7871d3a26183c1deb826ce77a,아코스
f6b0d61e21ab8ed68810560dd3ef7eacd2159563f74ef2a094970af4b4e76c48,아스
a42ef53641a3ab8e10ec4559d02c2170f10f7f9e17f697e0000caf559252a3ca,아스토나지
ba01bbc5d746a6ddaecff30811adcca5bd3a31a766a9d1722a24b1a8c8b60288,아스토나지･메돗소
c5f5aa3e18e83ffb32f675066d992eafe84571e5d70785ecca107dea363101a4,아담
a1e3357306df2fb82e686f916d565f976c69f9ceb7914854b7cc2d90a2fc46eb,아담･스팅레이
2c693b39b8b313e596d0ac191032c982abf14a3877ab9572c8b430ca1c103313,아담스키
79bea22f90309923a949f17c864a447cc1a36c6cc42aeb369c37480016bff33a,아델
56d19dec043c7ffb2b3dcd34be944eb0eb19e62bb90642019bef14ae9491bf69,아토믹바주카
a2781da765909a78a49d2f0cb78c3bea91262ccc753c65acac3b2bd987a941a8,아돌･제노
6a48809083d1b2d19db491b1f32d442d885fe72a2da2cbb3d8db7455dff6363f,아나벨･가토
704aa20242344aaab6d909a55354f5e6a3de9ce8b293c652fd9385530aaab26a,아프리카-1
3bfd12451634151e06277c77cde695a3d7eff41035db8b8a8b6ba3ecdbdf625a,아프리카-2
d75635979884494b8b294d09062b2acea165d861f669cc31a2eced614c6b0226,아프리카-3
7ff380bcbbcc3018483136fb1715ae9acdecee117eb420e6270514483ee65187,아프사라스
28a276fa8f34486365fd07100dd63c433165faf6aa2d5749dae27e39a016380e,아프사라스Ⅱ
29641c6d975722196375b5f9c2db4246b342eef77b7509dd2e0bf1bb90d8264b,아프사라스Ⅲ
78c78c8da65b8e9d4c5a6dbf5f8d17acb177b9401cc71d58622af6a66a3ddde9,아폴리
d3ad81f1794cbe4b36c244762717488273f3b8f13555ca64e72c649d34691539,아마사･포라
737c731988174fbe171de02b6ee533d34a8add986298d8494e99dabbf7393670,아무로
54da657ab8bfe47c3a3d9ecc6e63df46e2b2fa94cce7709eaab1259724a161f8,아무로･레이
6c26f2d1a6140dd3bd414712ba21f24211f81a39af585547226c2060aca0633a,아무로･레이[론도벨]
7154d50db0d7cb90641a976802357531d0766f583585d29dc33fa3ee66f80ea2,아메리카
aacda4c573708321315f646f5cde3f6679a8502536154ce51b77cf1645ca6498,알래스카
bcd954a1da292360c6e1e7053faee964ab3a7f879f39e7a68641b933de409342,아라비아
781fa4f11ee4a3dedd0eca2409f6bd8f775577bc8db53a0fb5c33334589b71e1,아리아스･모마
87fd112d1a51779ad5460798c3cd9eee51f038aa49ec00a2a0c774104c7d61e4,알비온
abb12b8b3c1e1c9d653925e186ab3ce593238a6d0c67d84f32ecebf2c42d3cf4,알파･A･베이트
6ac6270c6d0d8c4d956d0e2637b7188d51e9b5de2421dc3b6cd08df07843b2f7,알렉산드리아
3414d530f2f1c843daa709e946829423526c0945be89c26641d4f2238ecdcccb,아렌
bb7bf01d1e9c4cbe43122f09f0f5515a1ec5d056f9c77202e0c69e8ac2c75e3c,앤디
5d57c9d043e4a4546139e3dcf3ab7190f7f56eb622c23d684a06b02f203ab38f,앤디･스트라우스
94868b8d0defd9a60a63aee0f50d4c027c2f940b8f19836297d0ee3811051de4,안토니오･칼라스
32c3548b780b4e528035fe10baf9c67fa14f79afe03e75274d758b706ce4d0f4,이산･라이어
4a58acf6f8e4431fb2f03bbba78dde4b85aabbcf77e77c6c953aa52c24a78920,이노
ddac47f61efe883f2c11f4178a371ac35f34c2ce54f2ac660a93bea4cc6141c4,이노･압바브
878056134e3db0526b0655107cbf0f12d1e203a5027d748527d2575929ba9961,장미의정원
d63004c4f387729e838bd6ade10cb01455d3f41f383a0dd19485a2427323d290,이프리트
8777c4be02da2560af01f10e105c8e99d31e46e10bb8139f23c7cbc435cf3a8d,이프리트改
b3b9704de28d1a19ef87e736a35b7122cba166a9aca665d53a09727f3d74f91d,이리아
18e4969ade7b2e24b0405b4e37afdb76eda3c38f1146488787ecfd2f21e461fa,이리아･파즘
